,Proposal,FormType
1644,SIA/MH/MIN/266500/2022,Form-2
1645,SIA/MH/MIS/266923/2022,Form-1
1646,SIA/MH/MIS/259769/2022,Form-1
1647,SIA/MH/MIN/259783/2022,Form-2
1648,SIA/MH/MIN/94812/2019,Missing
1649,SIA/MH/MIN/240000/2021,Form-2
1650,SIA/MH/MIS/240095/2021,Form-1
1651,SIA/MH/MIN/253200/2022,Form-2
1652,SIA/MH/MIN/253333/2022,Form-2
1653,SIA/MH/MIN/253247/2022,Form-2
1654,SIA/MH/MIN/253294/2022,Form-2
1655,SIA/MH/MIS/253574/2022,Form-1
1656,SIA/MH/NCP/18924/2015,Missing
1657,SIA/MH/INFRA2/411386/2022,Parivesh
1658,SIA/MH/MIN/264632/2022,Form-2
1659,SIA/MH/MIS/285580/2022,Form-1
1660,SIA/MH/MIS/286069/2022,Form-1
1661,SIA/MH/MIS/286892/2022,Form-1
1662,SIA/MH/MIS/287219/2022,Form-1
1663,SIA/MH/MIN/287320/2022,Form-2
1664,SIA/MH/MIN/402337/2022,Parivesh
1665,SIA/MH/MIN/264092/2022,Form-2
1666,SIA/MH/MIS/279192/2022,Form-1
1667,SIA/MH/MIN/280347/2022,Form-2
1668,SIA/MH/IND2/30240/2018,Missing
1669,SIA/MH/NCP/52035/2016,Missing
1670,SIA/MH/MIN/414219/2023,Parivesh
1671,SIA/MH/INFRA2/432286/2023,Parivesh
1672,SIA/MH/INFRA2/432275/2023,Parivesh
1673,SIA/MH/MIS/72242/2022,Form-2
1674,SIA/MH/MIN/407135/2022,Parivesh
1675,SIA/MH/MIN/407406/2022,Parivesh
1676,SIA/MH/INFRA2/407744/2022,Parivesh
1677,SIA/MH/INFRA2/407849/2022,Parivesh
1678,SIA/MH/MIN/281806/2022,Form-2
1679,SIA/MH/MIS/282213/2022,Form-1
1680,SIA/MH/MIN/264275/2022,Form-2
1681,SIA/MH/MIS/278728/2022,Form-1
1682,SIA/MH/MIS/278603/2022,Form-1
1683,SIA/MH/MIN/416787/2023,Parivesh
1684,SIA/MH/INFRA2/423337/2023,Parivesh
1685,SIA/MH/INFRA2/424282/2023,Parivesh
1686,SIA/MH/MIN/410663/2022,Parivesh
1687,SIA/MH/MIN/413234/2023,Parivesh
1688,SIA/MH/MIN/409505/2022,Parivesh
1689,SIA/MH/MIN/243950/2021,Form-2
1690,SIA/MH/MIS/289365/2022,Form-1
1691,SIA/MH/MIS/289377/2022,Form-1
1692,SIA/MH/MIS/289624/2022,Form-1
1693,SIA/MH/MIN/290193/2022,Form-2
1694,SIA/MH/MIN/432971/2023,Parivesh
1695,SIA/MH/INFRA2/419772/2023,Parivesh
1696,SIA/MH/INFRA2/420797/2023,Parivesh
1697,SIA/MH/IND2/117646/2019,Form-2
1698,SIA/UP/IND/287546/2022,Parivesh-2
1699,SIA/UP/IND3/287915/2022,Parivesh-2
1700,SIA/UP/IND3/288881/2022,Parivesh-2
1701,SIA/UP/IND3/219483/2021,Parivesh-2
1702,SIA/UP/IND3/220135/2021,Parivesh-2
1703,SIA/UP/IND3/234335/2021,Parivesh-2
1704,SIA/UP/IND/247853/2021,Parivesh-2
1705,IA/MH/IND/4037/2009,Parivesh-2
1706,SIA/UP/IND/245953/2021,Parivesh-2
1707,SIA/UP/IND3/246370/2021,Parivesh-2
1708,SIA/MH/IND2/152225/2020,Form-1
1709,SIA/UP/IND3/268982/2022,Parivesh-2
1710,IA/MH/IND/19522/2007,Parivesh-2
1711,SIA/UP/IND3/298660/2023,Parivesh-2
1712,SIA/UP/IND3/232523/2021,Parivesh-2
1713,SIA/UP/IND3/295064/2022,Parivesh-2
1714,SIA/UP/IND3/295066/2022,Parivesh-2
1715,SIA/UP/IND3/295073/2022,Parivesh-2
1716,SIA/MH/IND2/152225/2020,Form-1
1717,SIA/UP/IND3/298803/2023,Parivesh-2
1718,SIA/UP/IND3/218490/2021,Parivesh-2
1719,SIA/UP/IND3/295347/2022,Parivesh-2
1720,SIA/OR/IND/19604/2015,Parivesh-2
1721,SIA/UP/IND3/222345/2021,Parivesh-2
1722,SIA/UP/IND3/252725/2022,Parivesh-2
1723,SIA/UP/IND3/255348/2022,Parivesh-2
1724,SIA/MH/IND2/152225/2020,Form-1
1725,SIA/UP/IND3/299359/2023,Parivesh-2
1726,SIA/MH/IND3/70523/2014,Form-2
1727,SIA/UP/IND3/212503/2021,Parivesh-2
1728,SIA/UP/IND3/292379/2022,Parivesh-2
1729,SIA/UP/IND3/292495/2022,Parivesh-2
1730,SIA/UP/IND3/255764/2022,Parivesh-2
1731,SIA/UP/IND3/296634/2023,Parivesh-2
1732,SIA/MH/IND2/152225/2020,Form-1
1733,SIA/UP/IND3/210138/2021,Parivesh-2
1734,SIA/UP/IND3/215468/2021,Parivesh-2
1735,SIA/UP/IND3/238554/2021,Parivesh-2
1736,SIA/OR/IND/19604/2015,Parivesh-2
1737,SIA/UP/IND3/284402/2022,Parivesh-2
1738,SIA/UP/IND/294000/2022,Parivesh-2
1739,SIA/UP/IND3/300253/2023,Parivesh-2
1740,SIA/UP/IND3/300394/2023,Parivesh-2
1741,SIA/UP/IND3/300414/2023,Parivesh-2
1742,IA/MH/IND2/81299/2017,Parivesh-2
1743,SIA/UP/IND3/263538/2022,Parivesh-2
1744,IA/UP/IND2/216372/2021,Parivesh-2
1745,SIA/MH/IND2/151892/2020,Form-1
1746,SIA/UP/IND3/286133/2022,Parivesh-2
1747,SIA/UP/IND3/297792/2023,Parivesh-2
1748,SIA/MH/IND/21567/2017,Missing
1749,SIA/MH/NCP/54670/2016,Missing
1750,SIA/MH/NCP/54705/2016,Missing
1751,SIA/MH/MIN/38104/2016,Missing
1752,SIA/MH/IND/64828/2017,Missing
1753,SIA/MH/MIN/32729/2015,Missing
1754,SIA/MH/MIN/33296/2015,Missing
1755,SIA/MH/MIN/155299/2020,Form-2
1756,SIA/MH/MIN/155320/2020,Form-2
1757,SIA/MH/MIS/175479/2020,Form-1
1758,SIA/MH/MIN/31836/2015,Missing
1759,SIA/MH/MIN/40645/2016,Missing
1760,SIA/MH/NCP/51272/2016,Missing
1761,SIA/MH/MIS/118002/2019,Form-1
1762,SIA/MH/MIS/231949/2021,Form-2
1763,SIA/MH/IND3/231952/2021,Form-1
1764,SIA/MH/MIS/52565/2016,Missing
1765,SIA/MH/NCP/57443/2016,Missing
1766,SIA/MH/MIN/40787/2016,Missing
1767,SIA/MH/MIS/164764/2020,Form-1
1768,SIA/MH/NCP/30500/2015,Missing
1769,SIA/MH/MIN/30544/2015,Missing
1770,SIA/MH/MIS/225027/2021,Form-1
1771,SIA/MH/MIN/30587/2015,Missing
1772,SIA/MH/MIS/211939/2021,Form-1
1773,SIA/MH/MIS/224073/2021,Form-1
1774,SIA/MH/MIN/225449/2021,Form-2
1775,SIA/MH/NCP/57203/2016,Missing
1776,SIA/MH/MIN/161883/2020,Form-2
1777,SIA/MH/MIN/161989/2020,Form-2
1778,SIA/MH/MIN/162047/2020,Form-2
1779,SIA/MH/MIN/162167/2020,Form-2
1780,SIA/MH/NCP/58965/2016,Missing
1781,SIA/MH/MIN/155682/2020,Form-2
1782,SIA/MH/IND2/155881/2020,Form-1
1783,SIA/MH/IND2/62878/2013,Form-2
1784,SIA/MH/MIN/180947/2020,Form-2
1785,SIA/MH/MIN/210615/2021,Form-2
1786,SIA/MH/MIN/194194/2021,Form-2
1787,SIA/MH/MIN/93990/2019,Missing
1788,SIA/MH/MIN/94010/2019,Missing
1789,SIA/MH/MIN/147304/2020,Form-2
1790,SIA/MH/MIN/147969/2020,Form-2
1791,SIA/MH/MIN/161424/2020,Form-2
1792,SIA/MH/MIN/161596/2020,Form-2
1793,SIA/MH/MIN/161866/2020,Form-2
1794,SIA/MH/MIN/33310/2015,Missing
1795,SIA/MH/NCP/48108/2016,Missing
1796,SIA/MH/NCP/50378/2016,Missing
1797,SIA/MH/MIN/162910/2020,Form-2
1798,SIA/MH/MIN/163104/2020,Form-2
1799,SIA/MH/NCP/41132/2016,Missing
1800,SIA/MH/NCP/41144/2016,Missing
1801,SIA/MH/NCP/83843/2018,Missing
1802,SIA/MH/MIS/117641/2019,Form-1
1803,SIA/MH/MIS/117889/2019,Form-1
1804,SIA/MH/MIS/117936/2019,Form-1
1805,SIA/MH/MIN/157046/2020,Form-2
1806,SIA/MH/NCP/56235/2016,Missing
1807,SIA/MH/NCP/75403/2018,Missing
1808,SIA/MH/MIS/223593/2021,Form-1
1809,SIA/MH/MIS/270309/2022,Form-1
1810,SIA/MH/MIN/160629/2020,Form-2
1811,SIA/MH/MIN/33315/2015,Missing
1812,SIA/MH/MIN/33317/2015,Missing
1813,SIA/MH/MIN/33323/2015,Missing
1814,SIA/MH/MIN/156047/2020,Form-2
1815,SIA/MH/MIN/156392/2020,Form-2
1816,SIA/MH/NCP/57855/2016,Missing
1817,SIA/MH/MIS/118855/2019,Form-1
1818,SIA/MH/MIN/43646/2019,Form-2
1819,SIA/MH/MIN/157160/2020,Form-2
1820,SIA/MH/NCP/60213/2016,Missing
1821,SIA/MH/MIS/60146/2016,Missing
1822,SIA/MH/MIN/51901/2016,Missing
1823,SIA/MH/NCP/59046/2016,Missing
1824,SIA/MH/NCP/59063/2016,Missing
1825,SIA/MH/MIN/138408/2020,Form-2
1826,SIA/MH/IND2/17536/2016,Missing
1827,SIA/MH/NCP/57268/2016,Missing
1828,SIA/MH/NCP/53621/2016,Missing
1829,SIA/MH/NCP/57935/2016,Missing
1830,SIA/MH/MIN/138987/2020,Form-2
1831,SIA/MH/MIS/139140/2020,Form-1
1832,SIA/MH/MIS/139379/2020,Form-1
1833,SIA/MH/MIN/48955/2016,Missing
1834,SIA/MH/MIS/165945/2020,Form-1
1835,SIA/MH/NCP/53957/2016,Missing
1836,SIA/MH/MIN/182274/2020,Form-2
1837,SIA/MH/NCP/36580/2015,Missing
1838,SIA/MH/NCP/59638/2016,Missing
1839,SIA/MH/IND2/50229/2019,Form-2
1840,SIA/MH/NCP/58325/2016,Missing
1841,SIA/MH/MIN/31406/2015,Missing
1842,SIA/MH/NCP/31504/2015,Missing
1843,SIA/MH/MIN/234144/2021,Form-2
1844,SIA/MH/MIS/125931/2019,Form-1
1845,SIA/MH/MIS/262824/2022,Form-2
1846,SIA/MH/MIS/63554/2017,Missing
1847,SIA/MH/MIN/41879/2016,Missing
1848,SIA/MH/NCP/59131/2016,Missing
1849,SIA/MH/NCP/73690/2018,Missing
1850,SIA/MH/MIS/220463/2021,Form-1
1851,SIA/MH/MIN/65832/2020,Form-2
1852,SIA/MH/MIS/221003/2021,Form-1
1853,SIA/MH/MIS/204109/2021,Form-1
1854,SIA/MH/MIN/162212/2020,Form-2
1855,SIA/MH/MIN/33282/2015,Missing
1856,SIA/MH/MIN/33307/2015,Missing
1857,SIA/MH/NCP/33365/2015,Missing
1858,SIA/MH/MIS/126329/2019,Form-1
1859,SIA/MH/MIN/31903/2015,Missing
1860,SIA/MH/MIN/31914/2015,Missing
1861,SIA/MH/MIS/32058/2015,Missing
1862,SIA/MH/NCP/36324/2015,Missing
1863,SIA/MH/IND2/41519/2018,Form-2
1864,SIA/MH/MIN/163962/2020,Form-2
1865,SIA/MH/MIN/164212/2020,Form-2
1866,SIA/MH/MIN/164300/2020,Form-2
1867,SIA/MH/MIN/164329/2020,Form-2
1868,SIA/MH/NCP/57898/2016,Missing
1869,SIA/MH/MIN/31141/2015,Missing
1870,SIA/MH/MIN/216723/2021,Form-2
1871,SIA/MH/MIS/216730/2021,Form-1
1872,SIA/MH/MIN/216843/2021,Form-2
1873,SIA/MH/MIN/166497/2020,Form-2
1874,SIA/MH/MIS/261074/2022,Form-1
1875,SIA/MH/MIN/31825/2015,Missing
1876,SIA/MH/NCP/82587/2018,Missing
1877,SIA/MH/NCP/25714/2018,Missing
1878,SIA/MH/MIS/116410/2019,Form-1
1879,SIA/MH/THE/32265/2015,Missing
1880,SIA/MH/NCP/33238/2015,Missing
1881,SIA/MH/MIN/33269/2015,Missing
1882,SIA/MH/MIN/33279/2015,Missing
1883,SIA/MH/MIN/33322/2015,Missing
1884,SIA/MH/MIN/32760/2015,Missing
1885,SIA/MH/MIS/58879/2020,Form-2
1886,SIA/MH/MIN/212802/2021,Form-2
1887,SIA/MH/MIS/230443/2021,Form-1
1888,SIA/MH/MIS/230466/2021,Form-1
1889,SIA/MH/NCP/37207/2015,Missing
1890,SIA/MH/NCP/33712/2015,Missing
1891,SIA/MH/NCP/31646/2015,Missing
1892,SIA/MH/NCP/64333/2017,Missing
1893,SIA/MH/NCP/30080/2015,Missing
1894,SIA/MH/NCP/73223/2018,Missing
1895,SIA/MH/MIS/114441/2019,Form-1
1896,SIA/MH/MIN/163849/2020,Form-2
1897,SIA/MH/MIN/178696/2020,Form-2
1898,SIA/MH/MIN/179312/2020,Form-2
1899,SIA/MH/MIN/179409/2020,Form-2
1900,SIA/MH/MIS/151835/2020,Form-1
1901,SIA/MH/NCP/73590/2018,Missing
1902,SIA/MH/NCP/73733/2018,Missing
1903,SIA/MH/MIS/142678/2020,Form-1
1904,SIA/MH/MIN/155231/2020,Form-2
1905,SIA/MH/MIN/160469/2020,Form-2
1906,SIA/MH/MIN/161181/2020,Form-2
1907,SIA/MH/MIS/205194/2021,Form-1
1908,SIA/MH/IND3/62447/2021,Form-2
1909,SIA/MH/NCP/59988/2016,Missing
1910,SIA/MH/MIN/140289/2020,Form-2
1911,SIA/MH/MIN/155199/2020,Form-2
1912,SIA/MH/MIN/155295/2020,Form-2
1913,SIA/MH/MIN/155359/2020,Form-2
1914,SIA/MH/MIN/155409/2020,Form-2
1915,SIA/MH/NCP/51670/2016,Missing
1916,SIA/MH/NCP/64334/2017,Missing
1917,SIA/MH/MIS/224507/2021,Form-1
1918,SIA/MH/MIS/175915/2020,Form-1
1919,SIA/MH/NCP/64331/2017,Missing
1920,SIA/MH/MIN/87056/2018,Missing
1921,SIA/MH/IND2/30126/2018,Missing
1922,SIA/MH/MIN/42706/2019,Form-2
1923,SIA/MH/NCP/58547/2016,Missing
1924,SIA/MH/NCP/58549/2016,Missing
1925,SIA/MH/MIS/66135/2017,Missing
1926,SIA/MH/MIN/162400/2020,Form-2
1927,SIA/MH/MIN/171784/2020,Form-2
1928,SIA/MH/MIN/141202/2020,Form-2
1929,SIA/MH/MIS/220241/2021,Form-1
1930,SIA/MH/IND2/64585/2020,Form-2
1931,SIA/MH/MIN/190222/2020,Form-2
1932,SIA/MH/MIN/145214/2020,Form-2
1933,SIA/MH/MIN/145257/2020,Form-2
1934,SIA/MH/MIS/51669/2019,Form-2
1935,SIA/MH/MIN/230398/2021,Form-2
1936,SIA/MH/NCP/64550/2017,Missing
1937,SIA/MH/MIN/42982/2019,Form-2
1938,SIA/MH/MIN/30524/2015,Missing
1939,SIA/MH/MIN/30535/2015,Missing
1940,SIA/MH/MIN/30552/2015,Missing
1941,SIA/MH/MIS/58412/2020,Form-2
1942,SIA/MH/MIN/212014/2021,Form-2
1943,SIA/MH/MIN/212233/2021,Form-2
1944,SIA/MH/MIS/212791/2021,Form-1
1945,SIA/MH/MIN/190473/2020,Form-2
1946,SIA/MH/MIN/190620/2020,Form-2
1947,SIA/MH/MIS/227712/2021,Form-1
1948,SIA/MH/MIS/185925/2020,Form-1
1949,SIA/MH/MIN/181702/2020,Form-2
1950,SIA/MH/MIN/162458/2020,Form-2
1951,SIA/MH/IND2/176954/2020,Form-1
1952,SIA/MH/MIS/178114/2020,Form-1
1953,SIA/MH/MIS/214346/2021,Form-1
1954,SIA/MH/MIN/42240/2016,Missing
1955,SIA/MH/MIN/161155/2020,Form-2
1956,SIA/MH/MIN/162152/2020,Form-2
1957,SIA/MH/MIS/204227/2021,Form-1
1958,SIA/MH/NCP/30156/2015,Missing
1959,SIA/MH/NCP/30878/2015,Missing
1960,SIA/MH/NCP/32661/2015,Missing
1961,SIA/MH/MIN/46228/2019,Form-2
1962,SIA/MH/MIN/173056/2020,Form-2
1963,SIA/MH/MIN/173159/2020,Form-2
1964,SIA/MH/MIN/31129/2015,Missing
1965,SIA/MH/NCP/75441/2018,Missing
1966,SIA/MH/IND2/31752/2015,Missing
1967,SIA/MH/NCP/60310/2016,Missing
1968,SIA/MH/NCP/60384/2016,Missing
1969,SIA/MH/MIN/180711/2020,Form-2
1970,SIA/MH/MIN/91352/2019,Missing
1971,SIA/MH/MIS/140785/2020,Form-1
1972,SIA/MH/MIS/156301/2020,Form-1
1973,SIA/MH/MIN/161488/2020,Form-2
1974,SIA/MH/MIN/175317/2020,Form-2
1975,SIA/MH/MIS/117524/2019,Form-1
1976,SIA/MH/MIN/157217/2020,Form-2
1977,SIA/MH/MIN/31022/2015,Missing
1978,SIA/MH/MIN/31033/2015,Missing
1979,SIA/MH/MIN/94083/2019,Missing
1980,SIA/MH/MIN/227192/2021,Form-2
1981,SIA/MH/MIS/125528/2019,Form-1
1982,SIA/MH/MIN/168780/2020,Form-2
1983,SIA/MH/NCP/59993/2016,Missing
1984,SIA/MH/NCP/61013/2016,Missing
1985,SIA/MH/MIN/193912/2021,Form-2
1986,SIA/MH/MIN/182848/2020,Form-2
1987,SIA/MH/MIN/202963/2021,Form-2
1988,SIA/MH/MIN/239519/2021,Form-2
1989,SIA/MH/MIN/138305/2020,Form-2
1990,SIA/MH/MIS/103582/2019,Form-1
1991,SIA/MH/MIS/31608/2015,Missing
1992,SIA/MH/IND2/222598/2021,Form-1
1993,SIA/MH/MIS/216466/2021,Form-1
1994,SIA/MH/MIN/189468/2020,Form-2
1995,SIA/MH/MIN/183852/2020,Form-2
1996,SIA/MH/IND/234957/2021,Form-2
1997,SIA/MH/MIS/235019/2021,Form-1
1998,SIA/MH/MIN/32610/2015,Missing
1999,SIA/MH/NCP/72664/2018,Missing
2000,SIA/MH/MIS/217731/2021,Form-1
2001,SIA/MH/MIN/65973/2020,Form-2
2002,SIA/MH/MIS/222963/2021,Form-1
2003,SIA/MH/MIN/32604/2015,Missing
2004,SIA/MH/MIN/152841/2020,Form-2
2005,SIA/MH/MIN/158246/2020,Form-2
2006,SIA/MH/MIS/219508/2021,Form-1
2007,SIA/MH/MIN/94771/2019,Missing
2008,SIA/MH/NCP/80006/2018,Missing
2009,SIA/MH/MIS/262476/2022,Form-1
2010,SIA/MH/MIS/262534/2022,Form-1
2011,SIA/MH/MIN/157543/2020,Form-2
2012,SIA/MH/MIN/31866/2015,Missing
2013,SIA/MH/NCP/31868/2015,Missing
2014,SIA/MH/MIN/31888/2015,Missing
2015,SIA/MH/MIS/58988/2018,Form-2
2016,SIA/MH/NCP/32312/2015,Missing
2017,SIA/MH/MIS/215352/2021,Form-1
2018,SIA/MH/MIN/161787/2020,Form-2
2019,SIA/MH/MIN/141572/2020,Form-2
2020,SIA/MH/MIS/62940/2021,Form-2
2021,SIA/MH/MIS/220967/2021,Form-1
2022,SIA/MH/IND2/63922/2020,Form-2
2023,SIA/MH/MIN/161950/2020,Form-2
2024,SIA/MH/MIN/32608/2015,Missing
2025,SIA/MH/NCP/49715/2016,Missing
2026,SIA/MH/MIS/262817/2022,Form-1
2027,SIA/MH/MIN/40733/2016,Missing
2028,SIA/MH/MIN/40742/2016,Missing
2029,SIA/MH/IND2/19661/2016,Missing
2030,SIA/MH/NCP/65711/2017,Missing
2031,SIA/MH/MIS/202798/2021,Form-1
2032,SIA/MH/MIS/118156/2019,Form-1
2033,SIA/MH/MIS/150412/2020,Form-1
2034,SIA/MH/MIN/93803/2019,Missing
2035,SIA/MH/MIN/230713/2021,Form-2
2036,SIA/MH/MIS/58050/2020,Form-2
2037,SIA/MH/IND2/27779/2017,Missing
2038,SIA/MH/MIN/162173/2020,Form-2
2039,SIA/MH/MIN/162265/2020,Form-2
2040,SIA/MH/MIS/54477/2020,Form-2
2041,SIA/MH/MIN/218127/2021,Form-2
2042,SIA/MH/MIS/215314/2021,Form-1
2043,SIA/MH/MIN/155334/2020,Form-2
2044,SIA/MH/MIN/163632/2020,Form-2
2045,SIA/MH/MIN/179341/2020,Form-2
2046,SIA/MH/MIS/181418/2020,Form-1
2047,SIA/MH/NCP/60040/2016,Missing
2048,SIA/MH/IND2/56386/2020,Form-2
2049,SIA/MH/MIN/32475/2015,Missing
2050,SIA/MH/NCP/31103/2015,Missing
2051,SIA/MH/MIN/31137/2015,Missing
2052,SIA/MH/IND/2434/2015,Missing
2053,SIA/MH/MIN/31320/2015,Missing
2054,SIA/MH/MIN/31365/2015,Missing
2055,SIA/MH/NCP/53048/2016,Missing
2056,SIA/MH/MIN/162974/2020,Form-2
2057,SIA/MH/MIS/33967/2015,Missing
2058,SIA/MH/MIS/53068/2020,Form-2
2059,SIA/MH/MIS/136796/2020,Form-1
2060,SIA/MH/NCP/43005/2016,Missing
2061,SIA/MH/MIN/48015/2016,Missing
2062,SIA/MH/MIS/134425/2019,Form-1
2063,SIA/MH/MIS/117108/2019,Form-1
2064,SIA/MH/MIN/31150/2015,Missing
2065,SIA/MH/NCP/32659/2015,Missing
2066,SIA/MH/MIN/78930/2018,Missing
2067,SIA/MH/NCP/78964/2018,Missing
2068,SIA/MH/NCP/65958/2017,Missing
2069,SIA/MH/MIN/38076/2016,Missing
2070,SIA/MH/MIN/169810/2020,Form-2
2071,SIA/MH/MIN/37973/2016,Missing
2072,SIA/MH/MIN/90545/2019,Missing
2073,SIA/MH/NCP/52626/2016,Missing
2074,SIA/MH/NCP/61246/2016,Missing
2075,SIA/MH/MIN/41477/2016,Missing
2076,SIA/MH/NCP/59266/2016,Missing
2077,SIA/MH/NCP/64275/2017,Missing
2078,SIA/MH/NCP/64410/2017,Missing
2079,SIA/MH/MIN/19305/2015,Missing
2080,SIA/MH/NCP/25716/2018,Missing
2081,SIA/MH/NCP/56398/2016,Missing
2082,SIA/MH/MIN/157722/2020,Form-2
2083,SIA/MH/MIN/125459/2019,Form-2
2084,SIA/MH/MIN/41467/2016,Missing
2085,SIA/MH/MIS/146120/2020,Form-1
2086,SIA/MH/NCP/31639/2015,Missing
2087,SIA/MH/NCP/30141/2015,Missing
2088,SIA/MH/NCP/58759/2016,Missing
2089,SIA/MH/MIN/41892/2016,Missing
2090,SIA/MH/MIS/218312/2021,Form-1
2091,SIA/MH/MIS/206667/2021,Form-1
2092,SIA/MH/MIN/32630/2015,Missing
2093,SIA/MH/MIS/227703/2021,Form-1
2094,SIA/MH/MIS/237928/2021,Form-1
2095,SIA/MH/MIS/238000/2021,Form-1
2096,SIA/MH/MIN/155440/2020,Form-2
2097,SIA/MH/MIN/162696/2020,Form-2
2098,SIA/MH/MIN/191444/2021,Form-2
2099,SIA/MH/IND2/44150/2019,Form-2
2100,SIA/MH/MIN/229172/2021,Form-2
2101,SIA/MH/MIN/30765/2015,Missing
2102,SIA/MH/MIN/30874/2015,Missing
2103,SIA/MH/MIN/40747/2016,Missing
2104,SIA/MH/MIN/155202/2020,Form-2
2105,SIA/MH/MIS/42349/2015,Form-2
2106,SIA/MH/IND2/45329/2019,Form-2
2107,SIA/MH/MIS/194677/2021,Form-1
2108,SIA/MH/MIN/228086/2021,Form-2
2109,SIA/MH/MIS/159745/2020,Form-1
2110,SIA/MH/NCP/53510/2016,Missing
2111,SIA/MH/MIN/171489/2020,Form-2
2112,SIA/MH/NCP/50740/2016,Missing
2113,SIA/MH/NCP/34937/2015,Missing
2114,SIA/MH/MIS/115426/2019,Form-1
2115,SIA/MH/MIN/261383/2022,Form-2
2116,SIA/MH/MIN/261442/2022,Form-2
2117,SIA/MH/MIN/196350/2021,Form-2
2118,SIA/MH/MIN/196324/2021,Form-2
2119,SIA/MH/MIN/38155/2016,Missing
2120,SIA/MH/RIV/19488/2014,Missing
2121,SIA/MH/MIN/196729/2021,Form-2
2122,SIA/MH/MIN/41878/2016,Missing
2123,SIA/MH/NCP/41962/2016,Missing
2124,SIA/MH/MIS/66057/2019,Form-2
2125,SIA/MH/MIN/167528/2020,Form-2
2126,SIA/MH/MIS/143707/2020,Form-1
2127,SIA/MH/MIN/140237/2020,Form-2
2128,SIA/MH/MIN/156023/2020,Form-2
2129,SIA/MH/IND2/53700/2020,Form-2
2130,SIA/MH/MIN/41888/2016,Missing
2131,SIA/MH/MIN/190412/2020,Form-2
2132,SIA/MH/MIN/190487/2020,Form-2
2133,SIA/MH/MIN/190630/2020,Form-2
2134,SIA/MH/MIN/179088/2020,Form-2
2135,SIA/MH/MIN/179731/2020,Form-2
2136,SIA/MH/NCP/72346/2018,Missing
2137,SIA/MH/MIN/33556/2015,Missing
2138,SIA/MH/MIN/188962/2020,Form-2
2139,SIA/MH/MIS/228187/2021,Form-1
2140,SIA/MH/MIN/189307/2020,Form-2
2141,SIA/MH/MIS/234187/2021,Form-1
2142,SIA/MH/MIS/234209/2021,Form-1
2143,SIA/MH/MIS/149621/2020,Form-1
2144,SIA/MH/MIS/225937/2021,Form-1
2145,SIA/MH/NCP/65143/2017,Missing
2146,SIA/MH/MIS/115264/2019,Form-1
2147,SIA/MH/NCP/59880/2016,Missing
2148,SIA/MH/MIN/138989/2020,Form-2
2149,SIA/MH/MIS/139108/2020,Form-1
2150,SIA/MH/MIS/63559/2017,Missing
2151,SIA/MH/MIN/41884/2016,Missing
2152,SIA/MH/MIS/51351/2019,Form-2
2153,SIA/MH/MIS/210991/2021,Form-1
2154,SIA/MH/MIS/210996/2021,Form-1
2155,SIA/MH/MIS/211071/2021,Form-1
2156,SIA/MH/MIN/154808/2020,Form-2
2157,SIA/MH/MIN/173100/2020,Form-2
2158,SIA/MH/NCP/74720/2018,Missing
2159,SIA/MH/MIN/11173/2009,Missing
2160,SIA/MH/NCP/75646/2018,Missing
2161,SIA/MH/MIN/48710/2016,Missing
2162,SIA/MH/NCP/76016/2018,Missing
2163,SIA/MH/NCP/76042/2018,Missing
2164,SIA/MH/MIN/32725/2015,Missing
2165,SIA/MH/MIN/32733/2015,Missing
2166,SIA/MH/MIN/84295/2018,Missing
2167,SIA/MH/NCP/81179/2018,Missing
2168,SIA/MH/MIN/138920/2020,Form-2
2169,SIA/MH/MIS/145163/2020,Form-1
2170,SIA/MH/MIN/138968/2020,Form-2
2171,SIA/MH/MIS/154076/2020,Form-1
2172,SIA/MH/MIN/161621/2020,Form-2
2173,SIA/MH/MIN/161785/2020,Form-2
2174,SIA/MH/MIS/57992/2020,Missing
2175,SIA/MH/MIN/155355/2020,Form-2
2176,SIA/MH/MIN/125907/2019,Form-2
2177,SIA/MH/NCP/59776/2016,Missing
2178,SIA/MH/MIN/160957/2020,Form-2
2179,SIA/MH/MIN/152833/2020,Form-2
2180,SIA/MH/MIN/79015/2018,Missing
2181,SIA/MH/MIN/44691/2019,Form-2
2182,SIA/MH/MIN/44699/1900,Form-2
2183,SIA/MH/MIS/95929/2019,Form-2
2184,SIA/MH/MIS/218404/2021,Form-1
2185,SIA/MH/NCP/64145/2017,Missing
2186,SIA/MH/NCP/64173/2017,Missing
2187,SIA/MH/MIS/54076/2020,Missing
2188,SIA/MH/MIN/152828/2020,Form-2
2189,SIA/MH/MIN/94774/2019,Missing
2190,SIA/MH/MIS/120110/2019,Form-1
2191,SIA/MH/MIN/32728/2015,Missing
2192,SIA/MH/MIN/32904/2015,Missing
2193,SIA/MH/MIN/39107/2016,Missing
2194,SIA/MH/MIS/192890/2021,Form-2
2195,SIA/MH/NCP/49751/2016,Missing
2196,SIA/MH/MIN/182049/2020,Form-2
2197,SIA/MH/IND2/49495/2018,Form-2
2198,SIA/MH/MIN/190566/2020,Form-2
2199,SIA/MH/MIS/118986/2019,Form-1
2200,SIA/MH/MIS/225137/2021,Form-1
2201,SIA/MH/IND2/176771/2020,Form-1
2202,SIA/MH/MIN/41472/2016,Missing
2203,SIA/MH/MIN/89574/2018,Missing
2204,SIA/MH/NCP/79708/2018,Missing
